0.493579	1.708541	1    MI4
1.898379	2.290711	1    MI4
2.518517	3.037407	1    MI4
3.556297	5.201559	1    MI4
5.492644	6.897445	1    MI4
7.289776	8.150375	1    MI4
8.314901	9.226123	1    MI4
10.036099	11.301685	1    MI4
11.706672	14.073319	1    MI4
14.263156	15.149067	1    MI4
16.693082	18.110538	2    MI3
18.173818	18.376312	2    MI3
18.426935	19.072384	2    MI3
19.186287	19.338157	2    MI3
19.426748	19.565963	2    MI3
19.629242	20.401249	2    MI3
20.527808	20.806237	2    MI3
22.109791	22.856487	1    MI4
23.729741	24.375190	1    MI4
24.463781	26.653245	1    MI4
27.842896	29.817211	2    MI3
30.639842	32.310416	1    MI4
32.917897	33.322885	1    MI4
33.588658	33.993645	1    MI4
33.993645	35.765466	2    MI3
36.385603	36.790591	1    MI4
37.803060	39.131925	2    MI3
39.245828	40.169706	2    MI3
40.232985	40.524070	2    MI3
40.967025	43.839906	2    MI3
44.143647	47.269644	2    MI3
47.383547	48.320081	2    MI3
48.826315	49.851440	2    MI3
51.167650	51.889034	1    MI4
53.344458	53.800069	2    MI3
55.420020	57.002002	1    MI4
57.305743	58.115718	1    MI4
59.229434	62.557926	2    MI3
64.190532	64.848637	1    MI4
65.025819	67.607615	1    MI4
67.987290	68.379622	1    MI4
70.366593	71.290470	2    MI3
72.189037	72.492777	1    MI4
73.530558	78.175259	1    MI4
78.732117	79.225696	1    MI4
79.934424	82.402317	1    MI4
83.667903	85.363789	2    MI3
85.882679	87.198889	2    MI3
87.376071	89.046645	2    MI3
