0.802531	1.984036	1    MI2
2.463325	3.098663	2    FI2
3.968071	7.679779	1    MI2
7.958435	10.410614	1    MI2
11.346901	12.873940	2    FI2
13.052280	16.630232	2    FI2
17.087229	20.431109	2    FI2
21.010715	24.243133	2    FI2
24.488351	25.859342	2    FI2
26.996261	29.548757	1    MI2
30.172948	30.719115	2    FI2
31.599670	33.762046	1    MI2
34.118727	35.835252	1    MI2
36.058177	37.384583	1    MI2
37.875019	39.390912	1    MI2
39.546959	42.132894	1    MI2
42.344673	43.548470	1    MI2
43.994320	44.930607	1    MI2
44.997484	45.476774	1    MI2
46.022941	49.255359	1    MI2
49.868404	52.443192	1    MI2
52.621532	54.705884	1    MI2
55.029126	56.377824	1    MI2
57.213794	58.908027	2    FI2
59.097514	60.936648	2    FI2
61.505108	61.973251	1    MI2
62.954122	65.216815	2    FI2
66.465197	72.974618	1    MI2
73.398176	77.923561	1    MI2
78.224510	80.698981	1    MI2
81.490366	83.362939	2    FI2
85.224366	86.584211	1    MI2
88.323029	88.724294	2    FI2
88.891488	90.251333	2    FI2
90.986987	93.818139	1    MI2
94.219405	96.649291	1    MI2
97.095142	100.572777	1    MI2
101.252700	103.125273	1    MI2
103.738318	104.284485	2    FI2
105.410258	106.636347	1    MI2
106.948443	111.373511	1    MI2
111.551852	112.811380	1    MI2
113.736520	116.333601	2    FI2
116.734866	117.905224	2    FI2
119.209338	121.048472	1    MI2
121.516615	126.855678	1    MI2
127.736233	131.202722	2    FI2
132.618298	137.634119	1    MI2
138.548113	142.817134	2    FI2
143.820298	146.807498	1    MI2
147.431689	150.151378	2    FI2
151.043080	152.815336	1    MI2
153.238894	155.234076	1    MI2
155.713366	156.304118	2    FI2
