1.850077	2.615627	2    ML2
3.795848	5.135560	1    ML1
8.740021	9.984038	2    ML2
11.897911	15.757556	1    ML1
16.395513	17.224858	2    ML2
18.022305	18.851651	1    ML1
20.988809	21.786256	2    ML2
22.870784	26.730428	1    ML1
28.197731	29.633136	2    ML2
31.004745	33.046210	1    ML1
34.066942	34.896287	2    ML2
37.129139	43.923389	1    ML1
44.274266	47.464054	1    ML1
47.687339	50.877128	1    ML1
50.877128	54.130712	1    ML1
54.577283	56.459258	1    ML1
57.767071	64.465627	1    ML1
64.880300	67.272641	1    ML1
68.516659	74.066891	1    ML1
74.385870	75.247113	1    ML1
75.502296	82.934503	1    ML1
84.369908	86.188087	2    ML2
86.921739	89.633059	2    ML2
90.175323	91.291749	2    ML2
92.152992	95.597964	2    ML2
97.129062	98.436876	1    ML1
99.712791	105.358717	2    ML2
106.762224	107.623467	1    ML1
