2.398912	8.126984	1    FI1
8.637823	11.609977	1    FI1
13.843719	15.092971	2    MI1
16.764807	25.263311	1    FI1
25.774150	33.018776	1    FI1
33.622494	37.384127	1    FI1
39.086531	42.771156	2    MI1
43.914014	45.882630	1    FI1
46.486349	47.136508	2    MI1
47.647347	48.483265	1    FI1
49.412063	53.638095	2    MI1
54.566893	60.789841	1    FI1
61.254240	66.966349	1    FI1
67.755828	68.591746	2    MI1
69.427664	79.180045	1    FI1
79.783764	85.913832	1    FI1
86.424671	93.855057	1    FI1
94.133696	98.731247	1    FI1
99.056327	102.260680	1    FI1
104.164717	113.731338	2    MI1
114.056417	126.827392	2    MI1
127.523991	133.932698	2    MI1
134.536417	144.753197	2    MI1
145.310476	149.381565	2    MI1
