1.005649	2.635494	1    ML1
3.537111	4.334695	2    ML2
7.733095	9.536328	1    ML1
10.403267	11.408916	2    ML2
12.033113	15.188770	2    ML2
15.431513	16.714583	2    ML2
17.096036	20.875890	2    ML2
21.292020	24.239613	2    ML2
26.528332	31.625933	1    ML1
32.215451	34.192072	2    ML2
35.717884	37.313052	1    ML1
38.388056	40.503387	2    ML2
43.312270	46.467927	1    ML1
49.068744	50.490524	1    ML1
56.871195	57.356680	2    ML2
67.586560	68.349466	2    ML2
70.603507	72.857549	2    ML2
76.602725	79.619672	2    ML2
79.793060	81.700326	2    ML2
84.335820	89.051968	1    ML1
90.369715	94.947153	2    ML2
97.235872	100.183464	1    ML1
102.541538	103.789930	1    ML1
105.697196	107.535106	2    ML2
109.164952	111.869801	1    ML1
112.598030	113.291581	2    ML2
114.262553	117.071435	1    ML1
