0.331987	8.092182	2    ML4
9.254137	13.694462	1    ML3
15.105407	18.881759	2    ML4
19.670228	20.469072	1    ML3
20.759560	21.018925	1    ML3
21.122671	21.651775	1    ML3
21.797019	22.533616	1    ML3
23.176840	25.500749	1    ML3
25.884609	27.627541	1    ML3
27.876531	28.737622	1    ML3
29.173355	30.542801	1    ML3
31.995244	33.655179	2    ML4
33.800423	35.999837	2    ML4
36.373322	38.137003	2    ML4
39.153713	42.058599	1    ML3
43.345049	44.569251	1    ML3
45.274723	46.104690	1    ML3
49.196319	50.399772	1    ML3
51.146742	54.342117	2    ML4
56.064299	56.790521	1    ML3
56.832019	57.018762	1    ML3
57.060260	57.288501	1    ML3
57.464869	57.942101	1    ML3
58.284462	58.813566	1    ML3
58.875814	60.255635	1    ML3
60.670619	61.842948	1    ML3
62.683290	63.191645	2    ML4
64.841205	68.451563	1    ML3
68.617557	69.177785	1    ML3
70.464234	72.622149	2    ML4
74.012345	78.660162	1    ML3
79.158143	79.510879	1    ML3
80.091856	82.561009	1    ML3
82.913745	87.333322	1    ML3
87.872801	89.864723	1    ML3
90.196710	90.383452	1    ML3
91.379413	93.309087	1    ML3
93.495830	94.118306	1    ML3
95.155765	97.251433	2    ML4
98.724625	99.720586	1    ML3
99.824332	101.276775	1    ML3
101.442768	103.372442	1    ML3
103.538436	106.069837	1    ML3
107.314788	111.194885	2    ML4
112.232345	115.012736	1    ML3
116.236937	117.710130	2    ML4
118.913582	121.009250	1    ML3
121.361986	122.544690	1    ML3
122.959674	123.540651	1    ML3
124.785602	129.267426	2    ML4
130.221889	134.018989	1    ML3
134.392475	135.678924	1    ML3
136.010911	137.691595	1    ML3
137.857589	139.704266	1    ML3
140.098501	142.339413	1    ML3
143.210879	144.538827	2    ML4
