1.355881	1.685690	2    MI6
1.893347	2.638471	2    MI6
2.846128	7.671110	2    MI6
7.976489	8.843764	2    MI6
9.075851	10.908123	2    MI6
11.775398	13.925263	2    MI6
14.487160	16.307216	2    MI6
16.392722	17.602021	2    MI6
17.968476	18.567018	2    MI6
19.629735	19.861823	2    MI6
20.142771	20.765744	2    MI6
21.437576	23.391999	2    MI6
24.454717	25.798383	2    MI6
26.189267	27.447427	2    MI6
28.864384	29.218623	1    MI5
29.414065	32.089181	1    MI5
34.202401	34.788728	2    MI6
36.401127	37.659287	1    MI5
38.770865	42.826292	2    MI6
43.974516	44.414261	1    MI5
44.621918	45.916724	1    MI5
46.478620	47.834501	1    MI5
49.825569	54.259666	2    MI6
56.861492	57.276807	1    MI5
57.496679	58.730409	1    MI5
62.309446	64.007351	2    MI6
64.483741	65.448738	2    MI6
65.497598	66.731328	2    MI6
66.865694	67.549742	2    MI6
67.745185	68.038348	2    MI6
68.123854	68.429233	2    MI6
68.661320	68.942269	2    MI6
68.991129	69.235432	2    MI6
70.701249	71.177640	1    MI5
73.510732	76.979833	2    MI6
77.321857	77.602805	2    MI6
77.700526	78.873180	2    MI6
79.630519	81.804815	2    MI6
82.220129	83.991325	2    MI6
87.020681	87.411565	1    MI5
87.655868	89.048395	1    MI5
89.378203	91.796802	1    MI5
92.407559	93.311480	1    MI5
93.824516	95.522420	1    MI5
99.003736	99.260254	2    MI6
99.834366	102.045307	2    MI6
102.338470	102.912582	2    MI6
102.985873	104.463905	2    MI6
104.695993	105.514408	2    MI6
105.722065	106.430543	2    MI6
107.016870	108.653699	2    MI6
109.777493	110.009580	2    MI6
110.070656	111.231095	2    MI6
112.122800	114.309311	2    MI6
116.850061	118.902205	1    MI5
119.403026	120.209225	1    MI5
121.198652	121.736118	2    MI6
122.017066	123.776047	2    MI6
125.425091	126.060279	1    MI5
126.414518	127.440590	1    MI5
127.941411	128.881977	1    MI5
129.297292	131.569308	1    MI5
131.801396	132.595380	1    MI5
133.083986	133.609237	1    MI5
134.085628	134.977333	1    MI5
136.675238	136.931756	2    MI6
137.090553	139.179343	2    MI6
139.240418	140.290921	2    MI6
141.219271	142.098762	1    MI5
143.845527	148.084182	2    MI6
148.365130	149.244621	2    MI6
149.403417	151.174613	2    MI6
152.273976	153.067960	1    MI5
155.046814	156.109531	2    MI6
156.818009	158.393763	2    MI6
159.651923	163.316466	1    MI5
164.476904	165.197598	2    MI6
165.454116	166.235885	2    MI6
166.394682	168.019296	2    MI6
168.190308	168.459041	2    MI6
168.544547	168.801065	2    MI6
169.143089	169.839352	2    MI6
170.865424	171.390675	1    MI5
171.476181	172.294596	1    MI5
